Mods count: 203
 
                                  jar name                                   | notes |                        mod id                        |                 mod name                  |           mod version           |                                                                                                                                                                         mixin configs                                                                                                                                                                         |              modrinth hash               | curseforge hash
    /META-INF/jars/brewing-2.3.14+1.20.1.jar                                 |       | porting_lib_brewing                                  | Porting Lib Brewing                       | 2.3.14+1.20.1                   | porting_lib_brewing.mixins.json                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/porting_lib_core-2.3.14+1.20.1.jar                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/client_events-2.3.14+1.20.1.jar                           |       | porting_lib_client_events                            | Porting Lib Client Events                 | 2.3.14+1.20.1                   | porting_lib_client_events.mixins.json                                                                                                                                                                                                                                                                                                                         |                                          |                
        /META-INF/jars/porting_lib_core-2.3.14+1.20.1.jar                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/common-2.3.14+1.20.1.jar                                  |       | porting_lib_common                                   | Porting Lib Common                        | 2.3.14+1.20.1                   | porting_lib_common.mixins.json                                                                                                                                                                                                                                                                                                                                |                                          |                
        /META-INF/jars/porting_lib_core-2.3.14+1.20.1.jar                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/config-2.3.14+1.20.1.jar                                  |       | porting_lib_config                                   | Porting Lib Config                        | 2.3.14+1.20.1                   | porting_lib_config.mixins.json                                                                                                                                                                                                                                                                                                                                |                                          |                
        /META-INF/jars/toml-3.6.6.jar                                        |       | com_electronwill_night-config_toml                   | toml                                      | 3.6.6                           |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/porting_lib_core-2.3.14+1.20.1.jar                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/core-3.6.6.jar                                        |       | com_electronwill_night-config_core                   | core                                      | 3.6.6                           |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/core-2.3.14+1.20.1.jar                                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/core-3.6.6.jar                                            |       | com_electronwill_night-config_core                   | core                                      | 3.6.6                           |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/data-2.3.14+1.20.1.jar                                    |       | porting_lib_data                                     | Porting Lib Data                          | 2.3.14+1.20.1                   | porting_lib_data.mixins.json                                                                                                                                                                                                                                                                                                                                  |                                          |                
        /META-INF/jars/porting_lib_core-2.3.14+1.20.1.jar                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/porting_lib_utility-2.3.14+1.20.1.jar                 |       | porting_lib_utility                                  | Porting Lib Utility                       | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/dripstone-fluid-lib-3.0.1.jar                             |       | dripstone_fluid_lib                                  | Dripstone Fluid Lib                       | 3.0.1                           | dripstone_fluid_lib.mixins.json                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/entity-2.3.14+1.20.1.jar                                  |       | porting_lib_entity                                   | Porting Lib Entity                        | 2.3.14+1.20.1                   | porting_lib_entity.mixins.json                                                                                                                                                                                                                                                                                                                                |                                          |                
        /META-INF/jars/porting_lib_mixin_extensions-2.3.14+1.20.1.jar        |       | porting_lib_mixin_extensions                         | Porting Lib Mixin Extensions              | 2.3.14+1.20.1                   | porting_lib_mixin_extensions.mixins.json                                                                                                                                                                                                                                                                                                                      |                                          |                
        /META-INF/jars/porting_lib_core-2.3.14+1.20.1.jar                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/extensions-2.3.14+1.20.1.jar                              |       | porting_lib_extensions                               | Porting Lib Extensions                    | 2.3.14+1.20.1                   | porting_lib_extensions.mixins.json                                                                                                                                                                                                                                                                                                                            |                                          |                
        /META-INF/jars/porting_lib_common-2.3.14+1.20.1.jar                  |       | porting_lib_common                                   | Porting Lib Common                        | 2.3.14+1.20.1                   | porting_lib_common.mixins.json                                                                                                                                                                                                                                                                                                                                |                                          |                
        /META-INF/jars/porting_lib_attributes-2.3.14+1.20.1.jar              |       | porting_lib_attributes                               | Porting Lib Attributes                    | 2.3.14+1.20.1                   | porting_lib_attributes.mixins.json                                                                                                                                                                                                                                                                                                                            |                                          |                
        /META-INF/jars/reach-entity-attributes-2.4.0.jar                     |       | reach-entity-attributes                              | Reach Entity Attributes                   | 2.4.0                           | mixins.reach-entity-attributes.json                                                                                                                                                                                                                                                                                                                           |                                          |                
        /META-INF/jars/porting_lib_accessors-2.3.14+1.20.1.jar               |       | porting_lib_accessors                                | Porting Lib Accessors                     | 2.3.14+1.20.1                   | porting_lib_accessors.mixins.json                                                                                                                                                                                                                                                                                                                             |                                          |                
        /META-INF/jars/porting_lib_core-2.3.14+1.20.1.jar                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fluids-2.3.14+1.20.1.jar                                  |       | porting_lib_fluids                                   | Porting Lib Fluids                        | 2.3.14+1.20.1                   | porting_lib_fluids.mixins.json                                                                                                                                                                                                                                                                                                                                |                                          |                
        /META-INF/jars/porting_lib_core-2.3.14+1.20.1.jar                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/items-2.3.14+1.20.1.jar                                   |       | porting_lib_items                                    | Porting Lib Items                         | 2.3.14+1.20.1                   | porting_lib_items.mixins.json                                                                                                                                                                                                                                                                                                                                 |                                          |                
        /META-INF/jars/porting_lib_core-2.3.14+1.20.1.jar                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/jsr305-3.0.2.jar                                          |       | com_google_code_findbugs_jsr305                      | jsr305                                    | 3.0.2                           |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/lazy_registration-2.3.14+1.20.1.jar                       |       | porting_lib_lazy_registration                        | Porting Lib Lazy Register                 | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/porting_lib_core-2.3.14+1.20.1.jar                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/loot-2.3.14+1.20.1.jar                                    |       | porting_lib_loot                                     | Porting Lib Loot                          | 2.3.14+1.20.1                   | porting_lib_loot.mixins.json                                                                                                                                                                                                                                                                                                                                  |                                          |                
        /META-INF/jars/porting_lib_lazy_registration-2.3.14+1.20.1.jar       |       | porting_lib_lazy_registration                        | Porting Lib Lazy Register                 | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/porting_lib_core-2.3.14+1.20.1.jar                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/milk-lib-1.2.58.jar                                       |       | milk                                                 | Milk Lib                                  | 1.2.58                          | milk.mixins.json                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jars/dripstone-fluid-lib-3.0.0.jar                         |       | dripstone_fluid_lib                                  | Dripstone Fluid Lib                       | 3.0.0                           | dripstone_fluid_lib.mixins.json                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/model_loader-2.3.14+1.20.1.jar                            |       | porting_lib_model_loader                             | Porting Lib Model Loader                  | 2.3.14+1.20.1                   | porting_lib_model_loader.mixins.json                                                                                                                                                                                                                                                                                                                          |                                          |                
        /META-INF/jars/porting_lib_core-2.3.14+1.20.1.jar                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/models-2.3.14+1.20.1.jar                                  |       | porting_lib_models                                   | Porting Lib Models                        | 2.3.14+1.20.1                   | porting_lib_models.mixins.json                                                                                                                                                                                                                                                                                                                                |                                          |                
        /META-INF/jars/porting_lib_model_loader-2.3.14+1.20.1.jar            |       | porting_lib_model_loader                             | Porting Lib Model Loader                  | 2.3.14+1.20.1                   | porting_lib_model_loader.mixins.json                                                                                                                                                                                                                                                                                                                          |                                          |                
        /META-INF/jars/porting_lib_transfer-2.3.14+1.20.1.jar                |       | porting_lib_transfer                                 | Porting Lib Transfer                      | 2.3.14+1.20.1                   | porting_lib_transfer.mixins.json                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jars/porting_lib_core-2.3.14+1.20.1.jar                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/porting_lib_fluids-2.3.14+1.20.1.jar                  |       | porting_lib_fluids                                   | Porting Lib Fluids                        | 2.3.14+1.20.1                   | porting_lib_fluids.mixins.json                                                                                                                                                                                                                                                                                                                                |                                          |                
    /META-INF/jars/networking-2.3.14+1.20.1.jar                              |       | porting_lib_networking                               | Porting Lib Networking                    | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/porting_lib_core-2.3.14+1.20.1.jar                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/tags-2.3.14+1.20.1.jar                                    |       | porting_lib_tags                                     | Porting Lib Tags                          | 3.0                             | porting_lib_tags.mixins.json                                                                                                                                                                                                                                                                                                                                  |                                          |                
        /META-INF/jars/porting_lib_core-2.3.14+1.20.1.jar                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/toml-3.6.6.jar                                            |       | com_electronwill_night-config_toml                   | toml                                      | 3.6.6                           |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/tool_actions-2.3.14+1.20.1.jar                            |       | porting_lib_tool_actions                             | Porting Lib Tool Actions                  | 2.3.14+1.20.1                   | porting_lib_tool_actions.mixins.json                                                                                                                                                                                                                                                                                                                          |                                          |                
        /META-INF/jars/porting_lib_core-2.3.14+1.20.1.jar                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/transfer-2.3.14+1.20.1.jar                                |       | porting_lib_transfer                                 | Porting Lib Transfer                      | 2.3.14+1.20.1                   | porting_lib_transfer.mixins.json                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jars/porting_lib_core-2.3.14+1.20.1.jar                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/porting_lib_fluids-2.3.14+1.20.1.jar                  |       | porting_lib_fluids                                   | Porting Lib Fluids                        | 2.3.14+1.20.1                   | porting_lib_fluids.mixins.json                                                                                                                                                                                                                                                                                                                                |                                          |                
    /META-INF/jars/utility-2.3.14+1.20.1.jar                                 |       | porting_lib_utility                                  | Porting Lib Utility                       | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/porting_lib_core-2.3.14+1.20.1.jar                    |       | porting_lib_core                                     | Porting Lib Core                          | 2.3.14+1.20.1                   |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
HopoBetterUnderwaterRuins-[1.20.1-1.20.4]-1.1.5b.jar                         |       | hopobetterunderwaterruins                            | Hopo Better Underwater Ruins              | 1.1.5                           |                                                                                                                                                                                                                                                                                                                                                               | ef2a3bf07d771480bd3b0010bd8a20728919cd1c | 3373150765     
HopperGadgetry-v20.1.3-1.20.1-Fabric.jar                                     |       | hoppergadgetry                                       | Hopper Gadgetry                           | 20.1.3                          | hoppergadgetry.fabric.mixins.json, hoppergadgetry.common.mixins.json                                                                                                                                                                                                                                                                                          | b789560010bc04e47900369b2674994d7b6821e7 | 303067864      
    /META-INF/jars/extensibleenums-fabric-20.1.1.jar                         |       | extensibleenums                                      | Extensible Enums                          | 20.1.1                          | extensibleenums.common.mixins.json, extensibleenums.fabric.mixins.json                                                                                                                                                                                                                                                                                        |                                          |                
IllagerInvasion-v8.0.7-1.20.1-Fabric.jar                                     |       | illagerinvasion                                      | Illager Invasion                          | 8.0.7                           | illagerinvasion.fabric.mixins.json, illagerinvasion.common.mixins.json                                                                                                                                                                                                                                                                                        | e1df7999cd75bb05141b86c7c97e6a69ae84e8ae | 2486476037     
    /META-INF/jars/extensibleenums-fabric-7.0.1.jar                          |       | extensibleenums                                      | Extensible Enums                          | 7.0.1                           | extensibleenums.fabric.mixins.json                                                                                                                                                                                                                                                                                                                            |                                          |                
ImmediatelyFast-Fabric-1.5.4+1.20.4.jar                                      |       | immediatelyfast                                      | ImmediatelyFast                           | 1.5.4+1.20.4                    | immediatelyfast-common.mixins.json, immediatelyfast-fabric.mixins.json                                                                                                                                                                                                                                                                                        | bb9e7a507bb7a442cba451d79b5c1fde74aea07c | 3354140996     
    /META-INF/jars/Reflect-1.6.1+curseforge.jar                              |       | net_lenni0451_reflect                                | Reflect                                   | 1.6.1+curseforge                |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
ImmersiveOres-1.20.1-0.8.jar                                                 |       | immersiveores                                        | ImmersiveOres                             | 1.20.1-0.8                      | immersiveores.mixins.json                                                                                                                                                                                                                                                                                                                                     | ff6e3213230629bdd1232cead3d0fd8d182a92c3 | 2722765906     
    /META-INF/jars/PlayerAbilityLib-1.8.0.jar                                |       | playerabilitylib                                     | Pal                                       | 1.8.0                           | mixins.playerabilitylib.common.json                                                                                                                                                                                                                                                                                                                           |                                          |                
indium-1.0.36+mc1.20.1.jar                                                   |       | indium                                               | Indium                                    | 1.0.36+mc1.20.1                 | indium.mixins.json                                                                                                                                                                                                                                                                                                                                            | d824614e7a173d273167969f427702f51846aca7 | 1094098662     
iris-1.7.6+mc1.20.1.jar                                                      |       | iris                                                 | Iris                                      | 1.7.6+mc1.20.1                  | mixins.iris.compat.sodium.json, iris-batched-entity-rendering.mixins.json, mixins.iris.devenvironment.json, mixins.iris.fixes.maxfpscrash.json, mixins.iris.json, mixins.iris.fantastic.json, mixins.iris.integrationtest.json, mixins.iris.vertexformat.json, mixins.iris.compat.indigo.json, mixins.iris.bettermipmaps.json, mixins.iris.compat.indium.json | 880c0b9ce38bb4997645793407c1801df83f4233 | 3034512682     
    /META-INF/jars/antlr4-runtime-4.13.1.jar                                 |       | org_antlr_antlr4-runtime                             | antlr4-runtime                            | 4.13.1                          |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-api-base-0.4.31+1802ada577.jar                     |       | fabric-api-base                                      | Fabric API Base                           | 0.4.31+1802ada577               |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/fabric-key-binding-api-v1-1.0.37+1802ada577.jar           |       | fabric-key-binding-api-v1                            | Fabric Key Binding API (v1)               | 1.0.37+1802ada577               | fabric-key-binding-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                         |                                          |                
    /META-INF/jars/glsl-transformer-2.0.1.jar                                |       | io_github_douira_glsl-transformer                    | glsl-transformer                          | 2.0.1                           |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jars/jcpp-1.4.14.jar                                           |       | org_anarres_jcpp                                     | jcpp                                      | 1.4.14                          |                                                                                                                                                                                                                                                                                                                                                               |                                          |                
